03964744	04371774
00260881	00260622
02199712	02188065
01332730	03122748
06066555	00645415
09322930	09360122
11575425	12255934
07193596	00784342
05726596	06162979
01768969	02636811
02557199	02557790
01455754	01974062
02716866	03032576
03214670	04423288
07554856	07553301
11669921	11992806
01291069	01530678
07965085	08278169
00057306	00056912
10341660	02661252
13219258	13167078
01698271	01754576
08189659	08077292
10499355	10083823
02222318	02223238
02103406	02084071
07190941	07185325
12090318	12093769
08620061	08620763
03562126	03318438
12213635	12214245
02651424	02672371
13278375	13282007
06090869	02835887
10668450	10525134
01837746	01342529
04692908	01259005
00848169	06719579
10483138	00968211
03631445	01521603
00140967	02081946
05044528	05044673
08135342	08123167
12219065	13112664
10518602	10675876
00257269	00230746
04216634	01460029
07306252	01810447
05943300	06249910
13518963	13451348
02349730	02348405
09100690	09099526
13951215	13951444
02261757	02261419
06906439	06918396
00739270	00740048
08730550	09733899
04085873	01271658
04337740	01410223
03522863	03091374
00222472	01125724
09765278	11256125
11835806	11804082
09316454	08819397
02447366	02448885
02060141	02085320
12793886	12792638
01781478	04826771
00515154	02127100
12992868	12987056
11790390	11790239
06027264	06028021
12418065	11561228
05034989	06037666
09617161	06694149
12319687	12321077
14174549	14186340
09809749	10317007
11647131	11554175
01661804	01575388
12493208	12493426
12526178	12205694
01634424	01634142
00940384	00912048
00692329	00690614
02282082	04388743
00561714	01157517
06329313	00060477
12163649	12157276
10065066	06159473
08103777	02317983
02529772	02529515
07557434	07806221
13425637	00524299
07938773	07939382
02519183	02518161
00729108	00602805
01547001	00104147
04090263	04250224
00586262	00588703
06718862	09716439
12108742	11744859
08691669	09020792
00845909	10009671
07439284	01901783
09275473	09012297
03619396	02339413
08441203	06539178
00226566	00374224
07762244	07705931
08969798	08524735
01024190	06333653
09959387	09774783
08392137	08026539
12191587	13109733
02604760	02732603
07047804	07020895
09738400	09720256
01356888	01356459
13820655	13819207
08929922	13753430
01012360	01014066
00452512	01695567
03376595	04119892
13624873	13616054
10640620	01428853
00680485	06211078
10688356	06248968
09795124	09875786
09754051	00245289
08759263	08759013
08166552	09732903
06162979	05726596
04560113	04388743
01456463	03044934
07933799	07933274
03307274	02913152
13477023	00545557
12545232	13118707
13557451	13463656
14323683	02121511
00429048	00520257
02349212	13929852
02071506	02068735
00242003	00346537
02384041	02386388
01146039	01145359
02497824	01185611
03813704	08199025
01361261	01360937
04060647	02107248
01864707	02134240
15101586	02761685
06158185	06153846
10512562	01098452
12834408	12834671
02996840	02989685
12850718	11579418
00244625	03087366
14371913	14129999
06588785	06589151
03003928	08703454
11965627	11965378
00268112	00267522
02026059	02028175
00804139	02585360
07825972	07810907
09189411	08759420
03955296	01249490
11575425	12227220
08081403	08208560
12778219	12778045
10150556	08197895
01718867	00612114
01124794	01125693
01684899	00936620
00820976	01015244
00689729	00671351
10056103	00164816
02618372	02618244
07414922	02248465
00082563	00612160
07803545	07802417
00634472	05651680
11733904	11733769
07546465	07547805
11663813	11663449
07884567	07891433
04695176	04695963
06488880	06481320
00061598	00061917
15231415	15254550
07817315	12936469
00972621	00955060
00631391	01878466
08199025	01196316
02461014	02461128
02583567	02584145
06150633	06149484
04764412	04723816
05593476	05564323
01432517	02625132
07139151	07172756
14659211	02691156
02062212	00290276
02469588	01342529
04191150	04521987
00173338	00194534
05293944	05573602
00438495	00126264
00613973	06182144
00701040	00681125
09681351	09681973
00954608	00968211
10508475	09937489
00687926	00687523
07117472	07115914
01783571	01783706
05039106	05039709
04792357	00051045
11915214	11669921
15165289	15113229
00939277	06743362
01182654	02582042
10987358	10043643
08806897	09716933
01049266	02158896
00829170	00828990
02423465	01864707
09279458	00002684
06333653	06284225
00455348	00230276
08900535	09303647
00628491	05786372
02444662	13994806
11873396	11575425
01387617	01415256
14720238	14716997
00430140	00747029
10191943	10900730
12145802	11556857
08656590	08191701
02657219	02718178
02116980	02116118
08524735	08795974
05551318	00015388
12508936	11585340
01769902	01282014
02198332	01759182
01014609	01013367
08441203	01194021
13609507	13726074
13167078	12957467
00595146	00586262
13345286	13344804
00803394	00246217
13651804	13603305
11462526	13850674
04063373	00998399
04577769	04332987
00032613	13370448
00509846	00428000
02460483	02649830
00094460	00041899
00690614	00694068
13526110	13492453
00515154	00187016
09629752	10096217
02283201	02288789
03022406	14620895
03501152	03446528
01864707	02455584
00092366	02299687
03599761	04007894
00109660	02114056
05768806	01637633
00594146	00892861
00833199	00831651
02026785	05115804
07677593	07677860
00126264	00493703
11473954	11463371
14175579	14133159
13983515	13984082
04174853	06845599
01041762	05978623
10777299	00915830
10118382	00605310
01532329	01531998
01158064	01098452
09918248	10373998
15267536	15266911
14493426	14493145
00946499	00257269
02034300	01907258
00243918	00327145
03045074	01456463
02926044	03771443
02038617	01504437
03967562	03780047
07121361	00914634
15113229	15209413
02121234	02124623
07921615	07921455
01912893	04545471
01802159	01802033
07970406	07988857
10153155	09867956
08236621	08236438
11875691	11875100
05484573	05329735
05010627	05010801
05653848	05658226
09944763	08309409
02402175	02405440
10633450	10642151
09381242	09416076
14023491	09793495
00622384	07510495
00320852	00321731
02679899	14578940
00562882	13498828
00400883	07357679
08199025	08219493
01107254	01105639
05045208	05044822
03110322	00002325
10718665	09003284
00449692	00395797
09641757	09689435
05623628	05623181
08190754	08214272
00303495	00302394
01778212	04760771
00931555	00604617
00284669	03789603
00338821	00939628
08633957	08928933
03285912	01580467
01589363	13911872
12886600	12884523
01121855	01120448
06600684	00780575
05301908	05305806
12284821	12283981
01610758	01610955
07416441	07296428
00813978	00943563
01610463	00708017
09726970	09726621
02241569	02244173
09968845	09774266
00996102	06428792
01732244	01727646
09989290	10787470
12695144	12694707
13044149	11592146
04105893	04546855
02581803	02553196
08356074	08355791
12708293	12710693
02423589	02423022
15090742	15091846
10421470	06055300
05681117	05768553
01672607	00485711
01239619	01236164
05718935	05718254
08913434	08919241
02677097	13793504
03399047	04161358
08524735	09032981
02019762	02019566
00376400	00377169
10129825	15147330
11766609	11769483
00263231	13894434
02367363	02371684
01725712	01256332
00024814	00401783
11439031	11429968
02317970	01150467
00340192	02049696
00690614	00694641
00900070	00899927
06768901	06769238
08293982	08171094
15256915	15255641
10426454	10264437
05219297	05219420
02156532	01974773
11567411	12859488
00200397	10513120
09773962	00976653
10986437	09765278
02480923	04811126
04631298	00024264
00318035	00317207
09887034	00637259
00497705	00456151
00040928	03714235
00588221	00532892
00395797	00396029
04490091	04294614
08524735	08912012
06312966	06313651
00772026	00770270
06142412	06142118
09257949	01207951
00260648	00266806
01967094	01966797
08821187	08821578
01504437	01845627
08524735	08950035
10408552	10547145
02431976	02430045
06663940	06652242
00589624	07538965
04713428	02657219
08855609	08853741
00134099	01414088
06806469	07270179
11412993	06148148
11555413	11778534
01524885	01591490
05712076	05713524
07248653	02302817
12574727	12574866
09407043	00025654
00387897	01259005
00651759	00650353
08441203	01184407
06449735	06544142
05042871	02523275
01027379	01028381
07206887	06163751
02475261	00803325
00462092	00463007
11813830	11573660
00523436	04951186
01309991	04880830
00019613	14580897
14554853	14552802
01467504	01467180
02609203	02608347
05248181	05250659
01396170	01388130
01719302	01723963
04755218	04754862
01881857	01881717
09043052	09330913
00577068	01525666
13745420	13753585
09911570	01037303
04780605	01627965
00935940	10029269
10605985	09808949
04039848	04564413
14818238	14873641
06743362	06738281
02606590	02606194
06672752	06672297
08570758	08571275
00943837	00929839
02872752	04089666
11192067	09974648
11658104	11658331
08511970	02337699
02644035	01259034
07309781	07351909
02612982	02613181
11838413	11672400
05943300	02858231
15068754	14798039
01245490	15042542
08567877	08571459
00586262	00589494
00678282	01144355
11579418	11981314
01566888	01569713
00429060	00429642
01610955	01611472
01579410	01578821
11700401	11700676
10434725	01641914
01835496	00781000
05044822	05045208
09411430	09195372
12972818	12972629
00653449	05779116
05284132	05546040
05315095	05311054
11033358	10020890
10794014	10998651
02569130	04890112
11735822	11735977
02401661	01864707
00461402	08199025
01785392	01785532
13071029	11592146
01026975	00798245
01156834	01170052
07234230	07236077
00763399	07177924
09632518	00007846
13194572	11545714
00007846	10386618
02726305	03546340
09826821	10024119
00618682	05840188
11545714	13208705
08949093	08951957
09917214	10317007
12495509	11585340
09444100	09239740
01029114	00860620
01915414	01915093
00935940	00938419
00503982	00889831
07527817	01813668
08524735	08799462
10407552	10770059
00375071	00236999
01047937	00168588
11592146	13015826
03183080	04069276
01822423	01825009
08199025	08390012
08766988	07491591
06373747	02526934
08497294	08639776
07224151	07224774
12335664	12334891
00042757	01848718
02744977	00795785
01494310	01469263
08441203	06556481
00137313	00503164
02037090	13889602
02562315	02554730
07543288	01775164
01432517	02604342
07143624	00876665
07295047	00344174
04812268	04813712
02521646	02523110
12704844	12704636
07335917	00421691
08256968	08261589
02747667	00549106
02214203	02212323
05698791	00687926
06976392	06976680
15152261	01471954
01027662	15253139
04014297	04187233
00935827	00933821
00734587	00734054
13230662	11545714
12965463	12965209
03739327	03828465
12739072	11575425
08207672	08207209
10180178	10389398
02367678	01864707
11744859	12315818
00298497	01863410
07075172	07907037
01922576	01921964
06513953	08860123
12113657	12113471
08032955	09043052
02531422	01076793
09050244	09071690
08160276	02650840
02131418	02074915
04405907	04404412
12868248	11579418
01949330	01939598
06633692	06628861
01740969	01741221
08849372	08524735
02628647	02627934
08771116	08524735
09977520	10533983
02760658	02760429
04097256	03720163
01497736	06607339
05553288	05553486
10034201	01171183
00583523	00583242
02596067	02594250
05467054	05467432
01650509	01626600
05762258	00634090
00013858	00010435
04981139	04983122
09800964	10372373
03903424	03055159
03177165	03113152
00007846	10560637
00549106	02747667
02547586	01207609
08541130	08592656
01350994	01351170
10622053	10095061
05564590	05566919
14031523	00406243
09340452	09208496
04567222	08590172
04063868	04391838
08397255	08199025
08965598	08698379
09482131	09411430
08929243	08177030
01626138	01014731
09399592	09321694
00818466	09614684
02298541	02299846
10123844	10954966
01024392	00671351
00410247	01031563
02926288	04412901
07221094	07222050
01762525	02227430
10703336	00007846
02267975	02268148
01507175	01527774
01950502	01950798
00759694	01246697
08415272	08414119
00522145	00521562
14047740	14047547
01697406	10325774
00744916	04709253
13464204	00208497
00597385	05641959
00390906	00220276
07555647	07555014
00282050	01992503
01570935	01571744
08017974	00759694
06883073	06882561
09623038	08381436
00820721	00817680
02255567	02252039
10404550	00007846
00618734	00619230
00007846	10112591
01037650	09911570
00654234	00981830
07098193	07105475
02468617	01896031
02717901	03869222
08860123	13753067
12715569	12716166
09940146	11159920
10495555	02245555
10437852	10266848
00066191	07014752
09476717	14582220
02444662	02475535
10523341	08206460
01342529	02245592
01999218	01835496
06156346	06153846
00833870	00831191
09209263	08858248
00507143	07643306
00371955	00212414
00182269	02902250
10498816	01076370
13104059	13108662
01171644	01146918
09403581	09360122
02507736	14406573
08296911	08295580
05713737	02123672
06513366	07191279
09421191	09411430
03076411	08199025
07590611	08860123
02506361	07520612
00267041	14577469
01904293	00442115
01477184	01342529
13169674	13184492
09546280	15259284
08633957	09064264
02012344	10724699
03478589	03764276
02023107	08307589
09968549	09620078
01974062	09206985
03259505	02821627
04037625	03205760
08792548	08794798
09756637	11320405
10334957	01921964
11567411	12751043
01263479	01384275
02491383	02490877
00189257	13610162
02221240	02221414
00417413	02422685
06159473	10065066
02393086	02392878
13955461	13954818
02468864	02151625
01370590	02035337
02372251	02372397
00742645	00743822
00399368	06090869
09777012	10509810
02944327	06054892
02329093	01886220
01896295	01708676
02148788	02137132
03661340	04453910
10464178	10067011
05826291	00664788
00204391	00203866
15101854	04228844
02288789	02289610
09808080	10016103
10224578	09875979
01229071	03194992
00126264	00382635
00003553	01462005
02269894	00945916
03955296	03997484
12822769	12822955
02597173	01432517
12219065	12218621
07546465	07480068
15243730	15248020
01938850	01967677
05062748	04916342
08789970	08780881
11845387	11845557
01967373	01970826
13233012	13239471
00747029	00745005
01643896	01643687
05653575	05652926
12188635	12188289
12911440	07734555
01408153	01405044
00467717	13617952
11556857	12116881
12623524	13112664
04238321	04489008
01090446	02287041
05107765	05121418
08926877	08921850
11077195	09767700
10241300	10455447
14085708	14097574
15180528	15265518
05821486	02712443
07640203	07641138
08199025	08208016
05904135	08441203
09100394	08633957
07745197	12655351
01945845	01942177
02573704	02573563
06277280	06278136
01537360	01536916
14561618	00092293
07075172	10719395
00135311	01229976
10548227	00590518
01822602	01503061
04907575	04907269
12897493	12893094
10437852	10672192
00580865	00126264
01870867	00329031
12334891	12334293
02044659	02043999
00177127	00876542
03760671	03709206
09989502	09990777
00514871	02446651
10566072	11189274
11893808	11575425
03319745	04065464
01507175	01596479
09094581	09093608
01033527	02629793
15279596	15279104
14449405	02297409
11413263	06090869
10462860	10480253
01309109	00973077
10830456	10423589
09411430	09371151
14473222	14473917
11722769	11719468
00787832	00786195
03839993	04341686
04728376	02341266
00883297	00887702
00878348	00788821
12609638	11555413
02335828	05112609
13477462	13455487
01157557	01158190
01211339	02554922
04735233	02504131
06844903	06841365
02991302	02685299
04829282	04828925
02632989	02635154
10047459	07508806
11575425	11891838
14379829	01925372
01665836	00243918
02489363	02488834
00007846	10065547
02368280	02368399
04961691	04962240
13723712	13718451
04404412	06277280
06018465	06032246
13934596	14514039
00029378	00023100
01912272	01913035
01656813	01663169
10375506	10376523
01837744	00021766
02466496	01068012
01170962	01176335
00773432	00964694
04781755	01460421
11567411	11773138
06000644	13786413
00815801	01944976
08860123	03904183
02182498	02181863
09975425	05638063
01491991	01492212
13889602	13887509
01884974	00331655
00645939	00877345
10011785	10009276
13306870	13318147
11719468	11727976
09102517	09102016
00192836	04631700
08860123	07795598
01202728	07570720
14195315	14165544
11410625	11513880
00515154	00516747
02640093	01429349
15113229	15273626
11942487	11942366
00657728	10140783
05603160	01201089
14796969	14836127
09899782	08199025
02257370	02256354
13370448	00032613
08860123	08230294
11911591	11973159
12363988	12359026
03500557	01319562
00711550	09615807
00306900	00306426
09041785	09041199
14187378	14230800
06295235	03763727
00661213	05748786
01516534	01352996
02504131	04735233
00410247	02712243
01719302	06893885
13903079	13903576
02478701	02465145
01796346	07520112
13491464	00063095
09096190	08537837
15209706	15213774
07168131	00759657
08964099	08964474
02604760	02729023
08698126	08714132
11567411	12759496
01342529	01954340
01579260	01578821
02297409	02298160
08246613	08247021
01101103	01101913
13108131	11749920
01693881	01019524
13757724	13776137
07970721	07971141
09102016	09103217
02604760	02738701
02306159	02307007
10419047	02579447
00410406	02927512
10341660	00119873
08168978	08170535
00614730	00615462
04016576	04016240
05220126	05219923
08439955	08208016
12730544	12724942
11575425	11891050
05926676	05935060
08747054	08847268
03157582	06845599
04249415	03249569
09411430	09356639
02729182	09222051
00681429	00682436
10599806	10536416
08851034	08524735
08199025	00515791
06943771	06943558
14122235	14122497
13491876	13530108
01462005	01461328
05011277	05009170
04494204	02984699
01429349	02618697
12288823	07772788
05524615	05526175
00733632	00670991
03147509	00189062
11585340	12508077
11856389	11573660
13760316	13576355
02653706	02671421
02716165	02660819
00770997	00770543
00371487	00371314
15279596	15286249
00202934	04642258
12779603	12780563
11575425	12197211
15225249	15203565
09236423	09014979
08544813	08700255
05204004	05203649
02320621	02319967
13377268	06481156
08199025	08595054
02860063	03351434
09477718	08766988
13104059	12690653
00238867	00239614
02123672	02123903
02502085	01886220
00445467	13491060
01504480	01090335
04275661	04199027
08221897	07975026
10705615	11248997
12838027	12857024
00819508	10206173
08721559	08691669
05946687	01213702
06000644	06014435
08392137	00759694
06045562	06063588
11744859	12325093
11579418	12913352
12139575	12139367
02627686	01432517
01437888	03709644
03560161	03265874
03540595	03762982
07225696	07224151
08123167	08137495
04949066	02230990
06117562	06117855
01730799	03024064
00919424	03429288
04710390	04710127
13261916	13261779
01113473	01111816
13109733	12658118
10566072	11044168
11716422	11714853
01355326	01366276
02578235	01781478
08994540	08665504
04834228	04833687
00480508	00567685
08705397	08698379
14959234	14959472
08164585	08085648
02196344	02196896
12547872	12547658
02407987	02410855
09440400	09731571
01014066	01015689
00055793	08199025
00570003	13463490
06876144	01039330
00199130	00235435
01444520	01429349
10680153	00604930
02246011	02259212
09690371	02625648
12681141	13112664
11567411	12760722
00101629	00010241
00899927	00900070
12399132	12651821
13926932	13925752
08524735	08857405
01259691	00377169
05501185	05481095
01078783	01169744
08792083	08791167
08131530	08396537
02119961	02083038
09209263	09343422
11875100	11878283
04922787	04922338
09979072	10534389
12582231	12594989
08743229	08740875
08017257	00759694
01072565	01072780
06024230	06023969
00510364	04682462
00870312	00380424
00956485	01301080
03724870	01358328
01944617	01944217
01389875	01391174
01716732	01717016
13839662	08441203
03932203	01656788
10928140	10030277
11251531	10430665
06759974	02642814
07011387	07010821
00956485	01278232
12678224	12679201
12566627	15098161
07073447	02527085
15204983	15205532
00059127	00059552
00691050	00671351
12930044	12936999
02582042	01181902
04581829	02948719
12712820	11585340
01916187	01916010
11556187	12422751
00223250	00665886
08103777	11538123
08912153	08910668
00837288	00756331
12081488	11556857
00531490	00531201
10568200	00475787
15166742	15166462
00943837	00944548
08732116	08733415
11579418	11988774
01814091	01507175
02550868	13247554
05854150	00692329
11561228	12429942
12485981	13100677
07404114	07406765
09298698	09296121
13628056	13627516
00410406	09738708
15224486	15224692
00275253	13475538
15253139	09510305
11777080	13112664
08392137	08028999
08890097	09218641
08540903	08537837
05624042	05624254
11689483	11689678
02636921	07237758
00007846	10756641
04668139	01476154
06128570	03085333
14892655	14893652
00848466	00751389
00339085	03141702
02251743	02199590
10681557	02338975
00955060	00980038
11498203	02713852
01793177	01793742
00913705	00922144
14480420	14479615
11566682	12348774
00482298	00566298
08742205	08740875
08436759	08437515
00950936	00978549
08811215	08805801
12814003	12813870
01943213	01941670
14625458	14645346
03100490	03575240
00941990	10630188
13467700	00209598
10512708	10677271
10372373	10013927
00588888	00589309
00586262	00589596
12689808	11744859
04179385	01329239
03192142	06845599
01629958	05978623
01383646	14597758
08900535	03443543
05267548	05296775
05752544	05756203
12274630	12268246
01229631	10636598
02465145	02478701
11311011	10214637
13398241	13398469
06234825	09545000
11566682	12784543
07371293	07391863
11774279	11774513
00768483	00766234
06873571	07257815
05397468	05406958
09038597	08557482
01474641	01342529
00899292	00988287
05850624	05853449
01888295	02076027
14459422	10415230
09052835	09126305
07299569	07300092
05311054	05340599
08493493	08574314
09700492	09634494
01359432	02861509
06084469	00266586
01587834	01587713
05665146	05666700
08860123	07674749
08900535	08857682
02399331	02391803
13860793	13864153
07193958	07194293
01482071	01482330
05011277	05011568
08860123	08349548
00060833	00692349
06440663	06449735
10043643	11377851
07281219	07037465
08633957	08849372
01531265	06855207
02280223	01759182
07942152	08369406
02325968	02238085
06647206	06502378
10162194	00007846
14445749	01815185
02547225	04873939
09112282	09264425
05320899	05299178
00050693	02625016
01300655	01301051
05079866	05081300
14175165	14175313
14549937	01917244
10345804	09793352
02180797	02461723
15235126	15234764
01719302	06157326
10618685	10740868
13601596	13583724
07186148	00793580
12122245	12131550
01377092	01355326
01174645	01174251
03008565	03853734
02549847	02549581
09275473	09031653
07901587	07905474
02989893	02996840
07557165	07594840
02688895	08337324
01569181	01323958
02615494	02615829
00933821	07214267
09287968	09437454
11940349	11940006
08426816	08199025
02294436	02246456
02495922	01195536
00143914	00142191
01075117	01296127
14803074	14802450
12521394	12520661
06172294	06153846
10707804	10180923
08524735	08772667
00803325	06691083
00708017	01610463
05036394	00227165
00889490	01385017
00024264	00028651
01354869	01356086
02654890	02655020
08472890	08473173
05701363	00341285
03540267	04254777
00998399	00999270
11894558	13085113
11575425	11881063
00212414	00213794
13616054	13604275
12013811	11911591
01002740	06613686
02025550	01835496
09908508	00590269
09437098	09334396
01229976	00334935
00072808	00712389
07172756	07139151
13962360	02616713
03910033	03946532
09334396	09217414
03104594	03257343
08567235	08580583
02561995	09767197
07670731	07738353
15158997	15158816
11331300	10088390
03510072	04264914
02837416	03516011
05776212	05777298
12575089	12501745
04531098	02795169
05124928	05124057
11961266	11911591
06295235	04434932
05395690	02399942
13745420	13753274
13169219	13192025
13030157	11590783
03350011	03431243
00126264	00412696
10053439	10053004
12606907	12607896
12685214	12684640
14828683	01233387
11608250	11612923
00334174	00331950
05479503	05300507
00944548	07144190
02033137	01907258
10614363	00007846
07075172	01172598
01432517	02589486
00156390	01643657
02207206	02323286
09615807	10680609
14388910	14391660
02282082	02282506
02377938	08236621
02416519	02417534
14548343	14552802
02359915	02355227
02644622	00231567
10017422	10053808
00689950	06207199
02376791	02376542
14656666	14625458
00812274	01216004
01829869	01825930
10562283	10276045
00151689	00351638
10680153	02405390
11911591	11945228
12169776	12188120
02482425	10338707
06780309	00849939
01591621	01591835
00583990	04879092
01273016	01531742
01413744	01413551
01323599	00015388
12578626	12578916
00925110	04757522
08925093	08921850
03666591	03031422
00470966	00471277
02554922	02555908
08103777	01480336
01500873	01501184
05395548	05395286
09307300	09385911
09721244	09686536
01868370	01868780
00996448	00075515
08639058	08639776
09411430	09453887
06687178	06686736
09212935	08952190
00100044	00099721
01362736	00609236
01765392	13971561
08789605	08524735
00606370	01103000
01290422	01356750
00753472	00932798
06355894	06566077
00825776	00941990
01998599	01998741
05304932	05267548
01638482	01628450
05540121	05538625
11860801	11861021
12433178	12432808
06663617	06655388
02048891	13878112
06176322	06174404
14010927	01861403
00800421	10084635
02056971	01930482
09880741	10707804
01428155	01342529
12006081	12006306
07274425	07275489
02687821	02692232
05303402	05225602
02788148	02796623
01881717	01864707
06542830	06542047
01914947	07460104
03432129	00551065
06904171	06906439
02417070	02416519
02612393	02616572
06803636	06791372
00021065	02198423
08780881	08698126
04032242	08860123
10335931	10178216
03879854	04074482
14043882	01569181
00313647	00312784
11805380	11804604
07233634	07233863
01644746	02144460
03932670	03448253
12030654	12030265
10893606	10450303
00083124	00083334
04953954	02763283
00203866	14422488
04820908	04820258
06787835	06304059
04476116	01454810
07341038	01878063
05585665	05594822
00948071	00634586
00408852	08375369
06084469	01928608
04633453	04953380
09439433	09322454
12786684	12785110
07027180	01163083
07020895	07066659
06624161	06764623
00286928	14986004
01643507	01643374
07484265	00026192
02082690	02083087
01675963	01670777
12290116	12289744
02035656	02034394
00873469	00872886
12734446	12734722
05186306	05187446
07679356	07680932
02515713	02515214
14118138	14118423
11747468	12539306
01780941	01781983
12838027	12846546
13194328	13167078
02066939	02071974
14070360	14072423
08220714	08401248
12651611	12651465
06615927	06613686
07907548	07909593
10485440	02554066
15209706	15210870
01461328	01462005
08957381	07808904
00007846	10253122
02377480	02374451
05481095	05465868
00686447	02457233
08858942	08890097
02729965	03437581
01494310	01247426
02188699	02190166
06644393	06798750
02170400	02170269
00106272	00104539
02464342	10608385
09137869	09050730
02609764	02683840
01652850	01653026
06498569	06838652
01043333	08457976
13791389	13795489
00007846	10001058
12792041	12796617
07505047	01822936
05999540	05999797
11585340	12936999
08199025	09770179
01524359	01546921
11536778	11538935
04859177	04858785
08853741	08711655
00101956	00006238
07962991	07961480
08276342	08053576
08210982	08208016
02082056	01886756
11127996	10453533
08844557	08842819
02571251	02566528
11780930	11781176
15246853	15122231
01283208	04369025
00489730	00488225
03300907	06845599
03929202	03265032
11197099	10423225
05385534	05511618
00007846	09931267
02234551	02234087
00473322	00429060
00557686	00173338
02230772	05564590
09466280	09277686
07705931	07751451
05418717	05417975
08701161	08701942
14854262	14854847
02451951	01613463
01446901	01850315
14984973	14917208
06845599	03588046
01086081	02199590
00939277	01033189
01089778	01086081
00072012	13515958
01796582	01743217
00781000	00962447
09830629	02769748
00652622	00654625
01536916	01538498
06712325	00828374
10493685	04025130
06295235	07968702
00589769	09892831
06051542	13975037
12342498	12342043
05841029	05839024
12787565	11566682
08563180	09201301
08839916	08840749
01380638	01383800
10540656	00007846
03868863	02731629
01327028	00004475
01017987	02747709
00953559	00952963
09854510	09632518
02746365	01136614
01342529	02269015
04833276	00101609
02630052	02630739
01127215	01476483
11911591	11992674
02294761	02310334
11778534	11778391
01507175	02054966
05784560	02863464
05809192	05980412
15067025	14989545
02501275	01862557
01494188	01429349
08709038	08753933
01105259	01090446
12799580	11585340
13112664	12510774
09510305	09507097
14522113	14522265
07193184	07193596
15047313	14907122
07238102	02636921
04688246	04723816
02513560	01321579
12611243	12610933
06598915	06722453
03429771	02862048
02326198	03461385
03419014	04508163
14332085	02123424
09952393	10323752
02273545	01342529
08698126	08961630
05570129	05289861
04780958	01628302
02460199	10520804
09339810	09270894
10084635	10515194
01830623	01504437
